AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,rowguid,ModifiedDate
30,"9707 Coldwater Drive",NULL,Orlando,15,32804,...,"2001-08-01 00:00:00"
31,"9100 Sheppard Avenue North",NULL,Ottawa,57,"K4B 1T7",...,"2001-06-24 00:00:00"
32,"26910 Indela Road",NULL,Montreal,63,"H1Y 2H5",...,"2002-08-01 00:00:00"
33,"10203 Acorn Avenue",NULL,Calgary,1,"T2P 2G8",...,"2001-06-24 00:00:00"
34,"94, rue Descartes",NULL,Bordeaux,119,33000,...,"2004-01-22 10:09:29"
35,"Pascalstr 951",NULL,Berlin,20,14111,...,"2003-06-24 00:00:00"
36,"34 Waterloo Road",NULL,Melbourne,77,3000,...,"2003-06-24 00:00:00"
37,"Downshire Way",NULL,Cambridge,14,"BA5 3HX",...,"2002-06-24 00:00:00"
38,"8154 Via Mexico",NULL,Detroit,35,48226,...,"2001-06-24 00:00:00"
39,"3997 Via De Luna",NULL,Cambridge,30,02139,...,"2002-10-25 00:00:00"
40,"1902 Santa Cruz",NULL,Bothell,79,98011,...,"2000-03-04 00:00:00"
41,"793 Crawford Street",NULL,Kenmore,79,98028,...,"2004-04-25 00:00:00"
42,"463 H Stagecoach Rd.",NULL,Kenmore,79,98028,...,"1999-02-21 00:00:00"
43,"5203 Virginia Lane",NULL,Kenmore,79,98028,...,"2000-03-16 00:00:00"
44,"4095 Cooper Dr.",NULL,Kenmore,79,98028,...,"1999-01-28 00:00:00"
45,"6697 Ridge Park Drive",NULL,Kenmore,79,98028,...,"1998-12-27 00:00:00"
46,"5669 Ironwood Way",NULL,Kenmore,79,98028,...,"1999-03-02 00:00:00"
47,"8192 Seagull Court",NULL,Kenmore,79,98028,...,"1999-02-12 00:00:00"
48,"5553 Cash Avenue",NULL,Kenmore,79,98028,...,"1998-04-04 00:00:00"
49,"7048 Laurel",NULL,Kenmore,79,98028,...,"1999-03-05 00:00:00"
50,"25 95th Ave NE",NULL,Kenmore,79,98028,...,"1999-03-10 00:00:00"
51,"3280 Pheasant Circle",NULL,Snohomish,79,98296,...,"1999-01-01 00:00:00"
52,"4231 Spar Court",NULL,Snohomish,79,98296,...,"1999-02-21 00:00:00"
53,"1285 Greenbrier Street",NULL,Snohomish,79,98296,...,"1999-01-29 00:00:00"
54,"5724 Victory Lane",NULL,Snohomish,79,98296,...,"2000-03-01 00:00:00"
55,"591 Merriewood Drive",NULL,Snohomish,79,98296,...,"1999-03-20 00:00:00"
56,"3114 Notre Dame Ave.",NULL,Snohomish,79,98296,...,"1998-01-31 00:00:00"
57,"7230 Vine Maple Street",NULL,Snohomish,79,98296,...,"1999-02-23 00:00:00"
58,"2601 Cambridge Drive",NULL,Snohomish,79,98296,...,"1999-01-06 00:00:00"
59,"2115 Passing",NULL,Snohomish,79,98296,...,"1999-01-01 00:00:00"
60,"4852 Chaparral Court",NULL,Snohomish,79,98296,...,"2000-01-26 00:00:00"
61,"7726 Driftwood Drive",NULL,Monroe,79,98272,...,"1996-07-24 00:00:00"
62,"3841 Silver Oaks Place",NULL,Monroe,79,98272,...,"1998-12-29 00:00:00"
63,"9652 Los Angeles",NULL,Monroe,79,98272,...,"1999-02-28 00:00:00"
64,"4566 La Jolla",NULL,Monroe,79,98272,...,"1999-02-09 00:00:00"
65,"1356 Grove Way",NULL,Monroe,79,98272,...,"1999-03-18 00:00:00"
66,"4775 Kentucky Dr.","Unit E",Monroe,79,98272,...,"2004-06-27 00:00:00"
67,"4734 Sycamore Court",NULL,Monroe,79,98272,...,"1999-01-21 00:00:00"
68,"896 Southdale",NULL,Monroe,79,98272,...,"1999-03-30 00:00:00"
69,"2275 Valley Blvd.",NULL,Monroe,79,98272,...,"1999-02-15 00:00:00"
70,"1792 Belmont Rd.",NULL,Monroe,79,98272,...,"1999-01-03 00:00:00"
71,"5734 Ashford Court",NULL,Monroe,79,98272,...,"1998-03-16 00:00:00"
72,"5030 Blue Ridge Dr.",NULL,Monroe,79,98272,...,"1999-03-10 00:00:00"
73,"158 Walnut Ave",NULL,Monroe,79,98272,...,"1999-03-11 00:00:00"
74,"8310 Ridge Circle",NULL,Monroe,79,98272,...,"1999-01-01 00:00:00"
75,"3747 W. Landing Avenue",NULL,Monroe,79,98272,...,"1999-04-01 00:00:00"
76,"2598 La Vista Circle",NULL,Duvall,79,98019,...,"1999-03-07 00:00:00"
77,"9693 Mellowood Street",NULL,Duvall,79,98019,...,"1998-03-23 00:00:00"
78,"1825 Corte Del Prado",NULL,Duvall,79,98019,...,"1999-01-28 00:00:00"
79,"5086 Nottingham Place",NULL,Duvall,79,98019,...,"2000-02-18 00:00:00"
80,"3977 Central Avenue",NULL,Duvall,79,98019,...,"1999-03-06 00:00:00"
81,"8209 Green View Court",NULL,Duvall,79,98019,...,"2000-03-23 00:00:00"
82,"8463 Vista Avenue",NULL,Duvall,79,98019,...,"1999-03-25 00:00:00"
83,"5379 Treasure Island Way","# 14",Duvall,79,98019,...,"1999-03-08 00:00:00"
84,"3421 Bouncing Road",NULL,Duvall,79,98019,...,"1999-01-02 00:00:00"
85,"991 Vista Verde",NULL,Duvall,79,98019,...,"1999-03-05 00:00:00"
86,"390 Ridgewood Ct.",NULL,Carnation,79,98014,...,"1999-01-21 00:00:00"
87,"1411 Ranch Drive",NULL,Carnation,79,98014,...,"1999-03-10 00:00:00"
88,"9666 Northridge Ct.",NULL,Carnation,79,98014,...,"1999-01-02 00:00:00"
89,"3074 Arbor Drive",NULL,Carnation,79,98014,...,"1999-01-15 00:00:00"
90,"9752 Jeanne Circle",NULL,Carnation,79,98014,...,"2000-02-10 00:00:00"
91,"7166 Brock Lane",NULL,Seattle,79,98104,...,"1999-01-16 00:00:00"
92,"7126 Ending Ct.",NULL,Seattle,79,98104,...,"1998-01-19 00:00:00"
93,"4598 Manila Avenue",NULL,Seattle,79,98104,...,"2000-03-01 00:00:00"
94,"5666 Hazelnut Lane",NULL,Seattle,79,98104,...,"1999-03-28 00:00:00"
95,"1220 Bradford Way",NULL,Seattle,79,98104,...,"1999-01-09 00:00:00"
96,"5375 Clearland Circle",NULL,Seattle,79,98104,...,"1999-02-05 00:00:00"
97,"2639 Anchor Court",NULL,Seattle,79,98104,...,"1998-04-11 00:00:00"
98,"502 Alexander Pl.",NULL,Seattle,79,98104,...,"1999-02-26 00:00:00"
99,"5802 Ampersand Drive",NULL,Seattle,79,98104,...,"1999-02-01 00:00:00"
100,"5125 Cotton Ct.",NULL,Seattle,79,98104,...,"1999-03-07 00:00:00"
101,"3243 Buckingham Dr.","# 207",Seattle,79,98104,...,"1999-03-19 00:00:00"
102,"3029 Pastime Dr","# 2",Seattle,79,98104,...,"1999-02-05 00:00:00"
103,"9537 Ridgewood Drive",NULL,Seattle,79,98104,...,"2000-03-08 00:00:00"
104,"9964 North Ridge Drive",NULL,Seattle,79,98104,...,"1999-03-02 00:00:00"
105,"1619 Stillman Court",NULL,Seattle,79,98104,...,"1999-01-20 00:00:00"
106,"2144 San Rafael",NULL,Seattle,79,98104,...,"1999-02-06 00:00:00"
107,"7403 N. Broadway",NULL,Seattle,79,98104,...,"1999-02-02 00:00:00"
108,"7842 Ygnacio Valley Road",NULL,Seattle,79,98104,...,"1999-01-11 00:00:00"
109,"874 Olivera Road",NULL,Seattle,79,98104,...,"2000-03-27 00:00:00"
110,"1064 Slow Creek Road",NULL,Seattle,79,98104,...,"1999-01-09 00:00:00"
111,"77 Birchwood",NULL,Seattle,79,98104,...,"1999-02-28 00:00:00"
112,"7765 Sunsine Drive",NULL,Seattle,79,98104,...,"1999-03-23 00:00:00"
113,"1102 Ravenwood",NULL,Seattle,79,98104,...,"2000-01-16 00:00:00"
114,"1398 Yorba Linda",NULL,Seattle,79,98104,...,"1999-03-12 00:00:00"
115,"4948 West 4th St",NULL,Seattle,79,98104,...,"1999-03-17 00:00:00"
116,"8290 Margaret Ct.",NULL,Seattle,79,98104,...,"1999-02-11 00:00:00"
117,"426 San Rafael",NULL,Seattle,79,98104,...,"1999-03-12 00:00:00"
118,"136 Balboa Court",NULL,Seattle,79,98104,...,"1999-01-26 00:00:00"
119,"7439 Laguna Niguel",NULL,Seattle,79,98104,...,"1998-12-30 00:00:00"
120,"6498 Mining Rd.",NULL,Seattle,79,98104,...,"1999-03-12 00:00:00"
121,"6578 Woodhaven Ln.",NULL,Seattle,79,98104,...,"1998-12-28 00:00:00"
122,"2354 Frame Ln.",NULL,Seattle,79,98104,...,"2000-01-19 00:00:00"
123,"6843 San Simeon Dr.",NULL,Seattle,79,98104,...,"1999-02-27 00:00:00"
124,"7616 Honey Court",NULL,Seattle,79,98104,...,"1999-01-06 00:00:00"
125,"931 Corte De Luna",NULL,Seattle,79,98104,...,"1999-01-09 00:00:00"
126,"7594 Alexander Pl.",NULL,Seattle,79,98104,...,"1999-01-11 00:00:00"
127,"7127 Los Gatos Court",NULL,Seattle,79,98104,...,"1998-12-31 00:00:00"
128,"8656 Lakespring Place",NULL,Seattle,79,98104,...,"2000-02-06 00:00:00"
129,"5025 Holiday Hills",NULL,Seattle,79,98104,...,"1999-01-27 00:00:00"
130,"5376 Catanzaro Way",NULL,Seattle,79,98104,...,"1999-03-29 00:00:00"
131,"504 O St.",NULL,Edmonds,79,98020,...,"1998-03-04 00:00:00"
132,"6870 D Bel Air Drive",NULL,Edmonds,79,98020,...,"2000-03-09 00:00:00"
133,"8152 Claudia Dr.",NULL,Edmonds,79,98020,...,"1999-02-06 00:00:00"
134,"6057 Hill Street",NULL,Edmonds,79,98020,...,"1999-01-16 00:00:00"
135,"2812 Mazatlan",NULL,Edmonds,79,98020,...,"1999-03-23 00:00:00"
136,"172 Turning Dr.",NULL,Edmonds,79,98020,...,"1999-01-13 00:00:00"
137,"9784 Mt Etna Drive",NULL,Edmonds,79,98020,...,"1999-01-17 00:00:00"
138,"2059 Clay Rd",NULL,Edmonds,79,98020,...,"1999-01-29 00:00:00"
139,"2687 Ridge Road",NULL,Edmonds,79,98020,...,"1999-02-14 00:00:00"
140,"371 Apple Dr.",NULL,Edmonds,79,98020,...,"1999-02-08 00:00:00"
141,"3281 Hillview Dr.",NULL,Edmonds,79,98020,...,"1999-01-11 00:00:00"
142,"2080 Sycamore Drive",NULL,Edmonds,79,98020,...,"1999-01-29 00:00:00"
143,"7511 Cooper Dr.",NULL,Edmonds,79,98020,...,"2000-03-19 00:00:00"
144,"9825 Coralie Drive",NULL,Edmonds,79,98020,...,"1999-02-07 00:00:00"
145,"8411 Mt. Orange Place",NULL,Edmonds,79,98020,...,"1999-01-13 00:00:00"
146,"207 Berry Court",NULL,Edmonds,79,98020,...,"1999-02-04 00:00:00"
147,"1061 Buskrik Avenue",NULL,Edmonds,79,98020,...,"1999-04-02 00:00:00"
148,"3632 Bank Way",NULL,Edmonds,79,98020,...,"2000-03-19 00:00:00"
149,"3026 Anchor Drive",NULL,Edmonds,79,98020,...,"2000-02-23 00:00:00"
150,"7338 Green St.",NULL,Edmonds,79,98020,...,"1999-03-23 00:00:00"
151,"2038 Encino Drive",NULL,Edmonds,79,98020,...,"1999-02-25 00:00:00"
152,"2466 Clearland Circle",NULL,Edmonds,79,98020,...,"2000-01-23 00:00:00"
153,"9277 Country View Lane",NULL,Edmonds,79,98020,...,"1998-02-26 00:00:00"
154,"5423 Champion Rd.",NULL,Edmonds,79,98020,...,"1999-01-25 00:00:00"
155,"2046 Las Palmas",NULL,Edmonds,79,98020,...,"1999-02-23 00:00:00"
156,"8684 Military East",NULL,Bellevue,79,98004,...,"1998-12-27 00:00:00"
157,"7270 Pepper Way",NULL,Bellevue,79,98004,...,"1998-12-29 00:00:00"
158,"6058 Hill Street","# 4",Bellevue,79,98004,...,"2000-01-19 00:00:00"
159,"1648 Eastgate Lane",NULL,Bellevue,79,98004,...,"1999-03-01 00:00:00"
160,"3454 Bel Air Drive",NULL,Bellevue,79,98004,...,"1999-01-31 00:00:00"
161,"3067 Maya",NULL,Bellevue,79,98004,...,"2000-02-26 00:00:00"
162,"3197 Thornhill Place",NULL,Bellevue,79,98004,...,"1999-01-23 00:00:00"
163,"3919 Pinto Road",NULL,Bellevue,79,98004,...,"1999-03-18 00:00:00"
164,"7396 Stratton Circle",NULL,Bellevue,79,98004,...,"2000-02-18 00:00:00"
165,"9745 Bonita Ct.",NULL,Bellevue,79,98004,...,"1999-03-05 00:00:00"
166,"3670 All Ways Drive",NULL,Bellevue,79,98004,...,"1998-12-26 00:00:00"
167,"7221 Peachwillow Street",NULL,Bellevue,79,98004,...,"2000-03-28 00:00:00"
168,"1343 Prospect St",NULL,Bellevue,79,98004,...,"1999-02-11 00:00:00"
169,"6448 Castle Court",NULL,Bellevue,79,98004,...,"1998-12-27 00:00:00"
170,"7902 Grammercy Lane","Unit A",Bellevue,79,98004,...,"2000-01-05 00:00:00"
171,"8668 Via Neruda",NULL,Bellevue,79,98004,...,"1999-03-27 00:00:00"
172,"4777 Rockne Drive",NULL,Bellevue,79,98004,...,"1999-02-25 00:00:00"
173,"620 Woodside Ct.",NULL,Bellevue,79,98004,...,"2001-01-18 00:00:00"
174,"6307 Greenbelt Way",NULL,Bellevue,79,98004,...,"2001-03-10 00:00:00"
175,"3284 S. Blank Avenue",NULL,Bellevue,79,98004,...,"1999-01-19 00:00:00"
176,"8751 Norse Drive",NULL,Bellevue,79,98004,...,"2000-01-29 00:00:00"
177,"6968 Wren Ave.",NULL,Bellevue,79,98004,...,"1999-03-13 00:00:00"
178,"4311 Clay Rd",NULL,Bellevue,79,98004,...,"1998-12-31 00:00:00"
179,"771 Northridge Drive","# 495",Bellevue,79,98004,...,"2002-07-09 00:00:00"
180,"2947 Vine Lane",NULL,Bellevue,79,98004,...,"2000-02-25 00:00:00"
181,"9320 Teakwood Dr.",NULL,Bellevue,79,98004,...,"1999-02-08 00:00:00"
182,"3711 Rollingwood Dr",NULL,Bellevue,79,98004,...,"1999-03-16 00:00:00"
183,"6118 Grasswood Circle",NULL,Bellevue,79,98004,...,"2000-01-11 00:00:00"
184,"5678 Clear Court",NULL,Bellevue,79,98004,...,"1999-03-13 00:00:00"
185,"2681 Eagle Peak",NULL,Bellevue,79,98004,...,"2002-09-01 00:00:00"
186,"332 Laguna Niguel",NULL,Bellevue,79,98004,...,"1999-01-18 00:00:00"
187,"7808 Brown St.",NULL,Bellevue,79,98004,...,"1999-02-10 00:00:00"
188,"6774 Bonanza",NULL,Bellevue,79,98004,...,"1999-02-01 00:00:00"
189,"3708 Montana",NULL,Bellevue,79,98004,...,"1999-01-21 00:00:00"
190,"9435 Breck Court",NULL,Bellevue,79,98004,...,"1998-01-30 00:00:00"
191,"6951 Harmony Way",NULL,Sammamish,79,98074,...,"2001-01-31 00:00:00"
192,"6871 Thornwood Dr.",NULL,Sammamish,79,98074,...,"1999-03-26 00:00:00"
193,"9104 Mt. Sequoia Ct.",NULL,Sammamish,79,98074,...,"1999-01-08 00:00:00"
194,"2095 Sierra Drive",NULL,Sammamish,79,98074,...,"2003-11-15 00:00:00"
195,"4444 Pepper Way",NULL,Sammamish,79,98074,...,"1999-03-31 00:00:00"
196,"4525 Benedict Ct.",NULL,Sammamish,79,98074,...,"1999-01-19 00:00:00"
197,"7820 Bird Drive",NULL,Sammamish,79,98074,...,"1999-01-27 00:00:00"
198,"1962 Ferndale Lane",NULL,Sammamish,79,98074,...,"1999-02-20 00:00:00"
199,"5263 Etcheverry Dr",NULL,Sammamish,79,98074,...,"1999-12-28 00:00:00"
200,"2473 Orchard Way",NULL,Sammamish,79,98074,...,"1999-02-10 00:00:00"
201,"6202 Seeno St.",NULL,Sammamish,79,98074,...,"2003-10-07 00:00:00"
202,"4096 San Remo",NULL,Sammamish,79,98074,...,"1999-01-22 00:00:00"
203,"7086 O St.",NULL,Sammamish,79,98074,...,"2000-01-31 00:00:00"
204,"4310 Kenston Dr.",NULL,Sammamish,79,98074,...,"2000-02-11 00:00:00"
205,"7939 Bayview Court",NULL,Sammamish,79,98074,...,"1999-02-15 00:00:00"
206,"6097 Mt. McKinley Ct.",NULL,Redmond,79,98052,...,"2003-10-27 00:00:00"
207,"3066 Wallace Dr.",NULL,Redmond,79,98052,...,"1999-03-23 00:00:00"
208,"9006 Woodside Way",NULL,Redmond,79,98052,...,"1998-04-22 00:00:00"
209,"9906 Oak Grove Road",NULL,Redmond,79,98052,...,"2001-03-03 00:00:00"
210,"2383 Pepper Drive",NULL,Redmond,79,98052,...,"1999-01-05 00:00:00"
211,"6369 Ellis Street",NULL,Redmond,79,98052,...,"2000-12-30 00:00:00"
212,"8000 Crane Court",NULL,Redmond,79,98052,...,"1999-03-05 00:00:00"
213,"9322 Driving Drive",NULL,Redmond,79,98052,...,"2000-02-16 00:00:00"
214,"3768 Door Way",NULL,Redmond,79,98052,...,"1998-01-13 00:00:00"
215,"101 Candy Rd.",NULL,Redmond,79,98052,...,"2000-04-02 00:00:00"
216,"2427 Notre Dame Ave.",NULL,Redmond,79,98052,...,"2001-01-28 00:00:00"
217,"1960 Via Catanzaro",NULL,Redmond,79,98052,...,"2003-11-14 00:00:00"
218,"9863 Ridge Place",NULL,Redmond,79,98052,...,"1999-02-17 00:00:00"
219,"3397 Rancho View Drive",NULL,Redmond,79,98052,...,"2001-01-16 00:00:00"
220,"4909 Poco Lane",NULL,Redmond,79,98052,...,"1999-01-08 00:00:00"
221,"7297 RisingView",NULL,Redmond,79,98052,...,"1999-01-10 00:00:00"
222,"7723 Firestone Drive",NULL,Redmond,79,98052,...,"2003-07-16 00:00:00"
223,"1275 West Street",NULL,Redmond,79,98052,...,"1999-02-27 00:00:00"
224,"2137 Birchwood Dr",NULL,Redmond,79,98052,...,"1997-12-05 00:00:00"
225,"249 Alexander Pl.",NULL,Redmond,79,98052,...,"2004-07-24 00:00:00"
226,"2482 Buckingham Dr.",NULL,Redmond,79,98052,...,"1999-03-22 00:00:00"
227,"8467 Clifford Court",NULL,Redmond,79,98052,...,"1999-04-01 00:00:00"
228,"9241 St George Dr.",NULL,Everett,79,98201,...,"1999-02-21 00:00:00"
229,"3928 San Francisco",NULL,Everett,79,98201,...,"1999-02-06 00:00:00"
230,"475 Santa Maria",NULL,Everett,79,98201,...,"1999-01-23 00:00:00"
231,"181 Gaining Drive",NULL,Everett,79,98201,...,"1998-12-26 00:00:00"
232,"3385 Crestview Drive",NULL,Everett,79,98201,...,"1999-02-15 00:00:00"
233,"1185 Dallas Drive",NULL,Everett,79,98201,...,"1999-01-06 00:00:00"
234,"7883 Missing Canyon Court",NULL,Everett,79,98201,...,"1997-02-19 00:00:00"
235,"5452 Corte Gilberto",NULL,Everett,79,98201,...,"1999-01-07 00:00:00"
236,"9008 Creekside Drive",NULL,Everett,79,98201,...,"2003-04-24 00:00:00"
237,"5242 Marvelle Ln.",NULL,Everett,79,98201,...,"2000-04-03 00:00:00"
238,"4098 Woodcrest Dr.",NULL,Everett,79,98201,...,"2003-09-04 00:00:00"
239,"8624 Pepper Way",NULL,Everett,79,98201,...,"1999-03-30 00:00:00"
240,"2176 Apollo Way",NULL,Everett,79,98201,...,"1998-01-30 00:00:00"
241,"1962 Cotton Ct.",NULL,Everett,79,98201,...,"1999-01-03 00:00:00"
242,"1362 Somerset Place",NULL,Everett,79,98201,...,"1999-03-21 00:00:00"
243,"3238 Laguna Circle",NULL,Everett,79,98201,...,"1999-02-12 00:00:00"
244,"3665 Oak Creek Ct.",NULL,Everett,79,98201,...,"1999-03-28 00:00:00"
245,"7640 First Ave.",NULL,Everett,79,98201,...,"1999-01-12 00:00:00"
246,"6629 Polson Circle",NULL,Everett,79,98201,...,"1999-03-19 00:00:00"
247,"2294 West 39th St.",NULL,Everett,79,98201,...,"1999-03-28 00:00:00"
248,"1400 Gate Drive",NULL,"Newport Hills",79,98006,...,"1999-03-05 00:00:00"
249,"4350 Minute Dr.",NULL,"Newport Hills",79,98006,...,"1999-02-08 00:00:00"
250,"9297 Kenston Dr.",NULL,"Newport Hills",79,98006,...,"1999-01-06 00:00:00"
251,"8967 Hamilton Ave.",NULL,"Newport Hills",79,98006,...,"1999-02-06 00:00:00"
252,"9687 Shakespeare Drive",NULL,"Newport Hills",79,98006,...,"1999-01-19 00:00:00"
253,"1397 Paradise Ct.",NULL,"Newport Hills",79,98006,...,"1999-02-18 00:00:00"
254,"3030 Blackburn Ct.",NULL,"Newport Hills",79,98006,...,"1999-01-26 00:00:00"
255,"7469 Paradise Ct.",NULL,"Newport Hills",79,98006,...,"2004-04-02 00:00:00"
256,"9605 Pheasant Circle",NULL,"Gold Bar",79,98251,...,"1999-02-24 00:00:00"
257,"2425 Notre Dame Ave",NULL,"Gold Bar",79,98251,...,"2000-02-21 00:00:00"
258,"8036 Summit View Dr.",NULL,"Gold Bar",79,98251,...,"1999-01-08 00:00:00"
259,"213 Stonewood Drive",NULL,"Gold Bar",79,98251,...,"1999-03-22 00:00:00"
260,"3884 Beauty Street","# 14","Gold Bar",79,98251,...,"1999-03-08 00:00:00"
261,"1748 Bird Drive",NULL,Index,79,98256,...,"2000-03-31 00:00:00"
262,"310 Winter Lane",NULL,Index,79,98256,...,"1999-01-31 00:00:00"
263,"3514 Sunshine",NULL,Index,79,98256,...,"2000-03-12 00:00:00"
264,"1245 Clay Road",NULL,Index,79,98256,...,"1999-04-02 00:00:00"
265,"3127 El Camino Drive",NULL,Index,79,98256,...,"1999-03-06 00:00:00"
266,"7691 Benedict Ct.","# 141",Issaquah,79,98027,...,"1999-03-03 00:00:00"
267,"1144 Paradise Ct.",NULL,Issaquah,79,98027,...,"1999-02-11 00:00:00"
268,"7435 Ricardo",NULL,Issaquah,79,98027,...,"1999-03-01 00:00:00"
269,"9530 Vine Lane",NULL,Issaquah,79,98027,...,"1999-03-20 00:00:00"
270,"6580 Poor Ridge Court",NULL,Issaquah,79,98027,...,"1998-12-29 00:00:00"
271,"5979 El Pueblo",NULL,Issaquah,79,98027,...,"1999-01-17 00:00:00"
272,"1921 Ranch Road",NULL,Issaquah,79,98027,...,"1999-02-05 00:00:00"
273,"3848 East 39th Street",NULL,Issaquah,79,98027,...,"1999-02-28 00:00:00"
274,"5256 Chickpea Ct.",NULL,Issaquah,79,98027,...,"1999-03-13 00:00:00"
275,"989 Crown Ct",NULL,Issaquah,79,98027,...,"1999-03-31 00:00:00"
276,"3333 Madhatter Circle",NULL,Issaquah,79,98027,...,"1999-01-10 00:00:00"
277,"342 San Simeon",NULL,Issaquah,79,98027,...,"1999-01-29 00:00:00"
278,"9314 Icicle Way",NULL,Issaquah,79,98027,...,"1999-02-16 00:00:00"
279,"7772 Golden Meadow",NULL,Issaquah,79,98027,...,"2001-03-11 00:00:00"
280,"8585 Los Gatos Ct.",NULL,Issaquah,79,98027,...,"1999-02-09 00:00:00"
281,"7985 Center Street",NULL,Renton,79,98055,...,"1999-01-22 00:00:00"
282,"5980 Icicle Circle","Unit H",Renton,79,98055,...,"2000-02-17 00:00:00"
283,"1378 String Dr",NULL,Renton,79,98055,...,"2000-02-21 00:00:00"
284,"9495 Limewood Place",NULL,Renton,79,98055,...,"1999-03-25 00:00:00"
285,"2598 Breck Court",NULL,Renton,79,98055,...,"1999-12-27 00:00:00"
286,"5670 Bel Air Dr.",NULL,Renton,79,98055,...,"1998-02-17 00:00:00"
287,"7165 Brock Lane",NULL,Renton,79,98055,...,"2001-02-11 00:00:00"
288,"2736 Scramble Rd",NULL,Renton,79,98055,...,"1999-01-01 00:00:00"
289,"2266 Greenwood Circle",NULL,Renton,79,98055,...,"2000-03-29 00:00:00"
290,"5297 Algiers Drive",NULL,Renton,79,98055,...,"2004-06-27 00:00:00"
291,"9533 Working Drive",NULL,Renton,79,98055,...,"2000-01-15 00:00:00"
292,"1803 Olive Hill",NULL,Renton,79,98055,...,"1999-02-27 00:00:00"
293,"7559 Worth Ct.",NULL,Renton,79,98055,...,"1998-02-24 00:00:00"
294,"3770 Viewpoint Ct",NULL,Renton,79,98055,...,"2003-09-05 00:00:00"
295,"6510 Hacienda Drive",NULL,Renton,79,98055,...,"2001-01-23 00:00:00"
296,"6937 E. 42nd Street",NULL,Renton,79,98055,...,"1999-02-25 00:00:00"
297,"7943 Walnut Ave",NULL,Renton,79,98055,...,"2002-08-01 00:00:00"
298,"2176 Brown Street",NULL,Renton,79,98055,...,"1999-03-23 00:00:00"
299,"4312 Cambridge Drive",NULL,Renton,79,98055,...,"1999-02-14 00:00:00"
300,"5009 Orange Street",NULL,Renton,79,98055,...,"2002-05-11 00:00:00"
301,"4405 Balboa Court",NULL,"Santa Cruz",9,95062,...,"2001-05-26 00:00:00"
302,"7995 Edwards Ave.",NULL,Lynnwood,79,98036,...,"2001-05-26 00:00:00"
303,"4659 Montoya",NULL,Altadena,9,91001,...,"2001-05-26 00:00:00"
304,"1667 Warren Street",NULL,"West Covina",9,91791,...,"2001-05-26 00:00:00"
305,"7179 Montana",NULL,Torrance,9,90505,...,"2001-06-09 00:00:00"
306,"9 Guadalupe Dr.",NULL,Burbank,9,91502,...,"2001-06-09 00:00:00"
307,"50 Big Canyon Road",NULL,Lebanon,58,97355,...,"2001-06-09 00:00:00"
